column9	column10	column11	column12	column13	column14
1095	2170	10	35	72	99
1095	2171	35	99	0	61
1096	2171	3	46	60	100
1096	2172	46	100	0	64
1097	2176	17	99	8	100
1099	2192	74	99	27	56
1100	2192	0	42	56	100
1100	2193	42	100	0	60
1101	2193	0	37	60	99
1101	2194	37	100	0	74
1102	2194	0	26	74	100
1102	2195	26	43	0	17
1102	2195	81	99	67	85
1103	2196	10	97	15	99
1104	2197	0	24	2	22
1104	2199	25	35	22	32
1104	2203	36	90	1	59
1105	2204	0	27	52	75
1105	2206	40	99	0	73
1106	2207	15	99	0	96
1108	2210	0	27	19	42
1108	2210	25	43	46	60
1108	2214	44	95	32	71
1109	2214	0	29	71	99
1109	2215	29	70	0	44
1110	2230	50	91	57	97
1111	2231	0	94	7	100
1112	2232	0	13	6	19
1112	2232	22	39	82	99
1112	2233	39	99	0	57
1127	2455	49	99	7	48
1128	2456	23	92	3	99
1129	2457	0	79	7	95
1130	2458	0	43	44	97
1130	2459	42	88	49	99
1131	2461	38	97	8	83
1132	2462	17	97	0	83
1133	2462	0	21	82	99
1133	2465	49	98	42	99
1134	2466	1	99	4	98
1135	2467	0	86	2	100
1136	2468	0	66	31	92
1137	2469	7	60	47	98
1138	2470	0	26	71	100
1138	2471	26	66	0	49
1138	2471	72	84	79	98
1139	2472	0	81	10	89
1141	2480	66	100	33	67
1141	2485	10	56	27	65
1142	2480	0	12	67	79
1142	2484	17	88	5	69
1143	2486	2	53	44	100
1143	2487	53	83	0	26
1144	2488	0	35	49	78
1153	2490	0	44	11	66
1153	2490	52	63	89	100
1154	2491	0	61	37	99
1154	2492	61	99	0	47
1155	2492	0	50	49	99
1155	2493	50	100	0	51
1156	2493	0	51	51	99
1156	2494	51	74	0	23
1156	2494	78	100	54	76
1157	2494	0	15	76	91
1157	2495	10	97	3	99
1158	2496	0	100	3	99
1159	2497	1	98	0	99
1160	2498	0	93	2	98
1162	2500	0	90	5	99
1163	2501	2	84	21	98
1163	2502	82	100	0	19
1164	2502	0	56	19	100
1165	2503	0	45	47	96
1165	2505	52	74	71	94
1165	2506	78	100	18	36
1166	2504	2	37	51	100
1166	2505	37	77	0	41
1167	2506	36	69	69	100
1167	2508	0	35	3	40
1168	2509	28	95	2	73
1169	2509	0	31	73	99
1169	2510	30	100	0	70
1170	2510	1	29	66	96
1170	2511	29	99	0	71
1175	2285	2	36	59	99
1178	2289	39	100	19	99
1179	2290	1	29	0	32
1180	2309	33	96	5	84
1181	2310	31	86	0	63
1182	2311	41	98	14	93
1184	2312	2	74	14	99
1185	2313	0	58	27	96
1186	2321	0	71	24	99
1187	2322	0	79	21	100
1188	2329	25	47	75	100
1188	2330	43	99	27	77
1189	2331	2	67	4	69
1189	2332	67	99	49	95
1189	2422	50	67	74	91
1190	2333	8	100	0	82
1193	2339	9	48	62	100
1200	2241	3	38	40	72
1200	3860	3	35	68	99
1202	2279	0	52	45	99
1203	2283	1	54	0	52
1203	2286	63	99	46	93
1204	2287	6	31	0	24
1204	2296	45	100	39	86
1205	2297	13	54	0	44
1205	2314	54	95	20	63
1206	2316	0	76	13	99
1206	2317	53	83	60	96
1207	2329	12	72	5	66
1208	2334	0	22	81	99
1208	2335	26	39	0	13
1208	2335	59	79	79	100
1208	2336	78	100	0	17
1209	2345	19	99	0	71
1210	2345	0	27	71	99
1210	2346	27	89	0	62
1211	2347	0	87	5	97
1212	2348	0	82	12	100
1213	2349	0	33	44	82
1213	2360	36	99	3	84
1214	2362	7	36	30	55
1214	2364	37	100	11	86
1217	2380	21	32	85	96
1217	2382	38	94	12	60
1218	2383	8	85	26	98
1219	2384	0	65	17	71
1219	2385	57	92	5	45
1220	2385	0	24	46	71
1220	2386	28	95	33	99
1222	2391	2	21	84	99
1222	2392	26	58	0	34
1222	2393	48	100	6	51
1222	4898	0	64	40	93
1223	2393	1	48	57	100
1223	2394	48	100	0	58
1224	2395	29	99	2	68
1225	2395	0	22	68	99
1225	2396	22	61	1	36
1227	2399	0	82	14	100
1228	2402	72	100	1	26
1229	2402	0	63	26	99
1230	2403	1	56	28	82
1231	2404	34	76	56	100
1231	2405	80	99	0	19
1233	2406	41	99	9	59
1233	2419	10	40	58	84
1234	2406	3	40	58	97
1234	2407	41	100	0	65
1235	2408	9	99	1	99
1236	2409	5	99	0	100
1237	2410	4	83	1	95
1239	2415	16	100	0	86
1241	2418	0	62	20	93
1241	2420	80	100	34	53
1242	2420	0	26	53	78
1242	2421	28	77	49	99
1243	2422	0	14	25	38
1243	2423	17	87	18	85
1244	2424	2	49	42	85
1245	2426	25	100	0	77
1246	2426	0	26	77	99
1247	2428	0	41	9	42
1266	655	63	99	36	75
1266	2430	63	99	37	75
1267	656	23	90	0	99
1267	2429	3	92	6	100
1267	2430	0	23	75	99
1268	2430	0	15	8	23
1268	2431	21	86	9	87
1274	2699	17	75	45	100
1275	2687	33	98	0	43
1276	2687	3	54	48	99
1277	2688	0	56	49	99
1277	2689	56	100	0	45
1278	2689	0	50	45	100
1278	2690	50	98	0	51
1279	2690	0	27	50	85
1279	2690	35	50	84	100
1279	2691	50	100	0	56
1280	2691	0	45	56	99
1280	2692	45	99	0	60
1281	2692	4	44	60	100
1281	2693	48	100	0	64
1282	2693	0	38	64	99
1285	2434	27	99	0	73
1290	2436	0	25	74	99
1290	2441	1	11	2	12
1290	2441	60	99	25	62
1291	2441	0	30	62	99
1291	2442	30	100	1	74
1292	2442	0	25	74	100
1292	2443	25	100	0	73
1293	2439	61	99	37	77
1293	2443	0	30	73	99
1294	2439	0	21	77	99
1294	2440	22	72	5	50
1295	2447	34	71	5	38
1296	2450	1	89	12	100
1296	2451	89	100	0	11
1297	2451	0	76	11	99
1297	2452	75	99	2	25
1298	2452	0	53	25	62
1298	2454	54	75	64	83
1300	2516	10	45	69	100
1300	2517	45	100	0	59
1301	2517	0	44	59	99
1302	2519	0	53	31	84
1302	2520	54	80	44	75
1303	2522	2	25	59	81
1303	2526	84	99	0	15
1304	2526	6	97	14	99
1305	2527	0	84	2	98
1306	2528	0	40	6	50
1306	2528	84	99	54	69
1307	2528	0	34	70	99
1307	2529	36	46	1	11
1307	2529	64	99	20	52
1308	2532	37	61	74	99
1308	2533	61	100	0	31
1309	2533	0	62	31	87
1310	2534	0	29	72	100
1310	2535	29	93	0	71
1311	2536	0	24	68	92
1313	1821	0	13	81	94
1314	2531	40	99	0	79
1315	2532	16	52	1	38
1321	2540	9	28	0	22
1321	2541	59	72	0	13
1321	2541	86	99	80	93
1323	2544	11	33	73	99
1323	2545	33	49	0	16
1323	2545	56	76	76	93
1324	2547	0	34	18	57
1324	2549	58	99	0	33
1325	2549	0	54	33	99
1325	2550	54	100	1	51
1326	2550	0	56	51	99
1326	2551	56	96	0	47
1327	2552	58	100	0	40
1328	2552	0	67	40	99
1328	2553	67	98	0	31
1329	2553	0	69	34	100
1329	2554	69	100	0	31
1330	2554	0	66	31	99
1331	2555	8	79	32	99
1332	2556	0	73	13	100
1333	2557	2	91	24	99
1334	2558	0	100	9	96
1335	2559	6	99	0	86
1336	2559	0	13	86	99
1336	2560	13	98	0	79
1337	2561	18	99	0	85
1338	2562	15	100	0	82
1339	2563	16	99	4	87
1340	2564	13	100	1	92
1341	2565	7	98	0	84
1342	2566	10	63	54	99
1342	2567	63	91	0	30
1343	2568	0	65	11	68
1346	2571	7	33	66	93
1346	2572	76	99	0	24
1348	2575	34	85	48	100
1349	2579	1	59	49	100
1349	2580	59	100	0	37
1350	2580	0	30	37	63
1350	2581	34	99	20	79
1351	2582	23	39	0	16
1351	2583	60	95	0	46
1352	2583	0	27	47	74
1352	2584	28	100	13	86
1353	2584	3	18	84	100
1353	2586	38	78	0	37
1354	2587	0	20	16	34
1354	2589	23	71	7	54
1355	2594	57	88	66	91
1355	3684	57	89	68	96
1357	2601	0	44	23	96
1357	2602	45	96	0	70
1358	2602	0	28	70	99
1358	2604	54	97	2	53
1359	2604	0	22	51	82
1359	2605	25	100	2	74
1360	2605	0	30	74	96
1361	2606	0	29	73	99
1361	2607	29	72	0	42
1362	2608	61	83	0	38
1363	2608	11	29	60	86
1363	2609	28	55	77	99
1363	2610	55	71	0	17
1363	2610	81	99	55	69
1364	2611	74	86	30	42
1365	2613	3	90	0	100
1366	2614	0	83	9	99
1366	2615	83	98	0	15
1367	2615	2	73	15	85
1367	2616	77	99	26	46
1369	2618	29	55	0	22
1369	2619	72	100	0	23
1371	2621	77	100	0	23
1372	2621	0	58	23	99
1372	2622	58	74	0	16
1373	2622	3	26	75	99
1373	2623	26	52	0	21
1374	2625	0	58	37	87
1374	2626	55	97	48	90
1375	2627	0	48	10	66
1376	2631	1	58	38	99
1376	2632	58	100	0	49
1377	2632	0	20	49	65
1377	2633	24	90	14	99
1378	2635	31	95	22	83
1378	2933	31	95	5	66
1379	2638	19	69	47	100
1379	2639	69	99	0	30
1380	2639	0	41	27	73
1380	2640	35	77	1	43
1380	2645	78	99	30	50
1381	2645	0	37	50	98
1382	2649	7	77	21	99
1383	2651	0	100	10	98
1384	2652	2	27	0	34
1385	2659	40	99	5	63
1387	2666	24	59	27	67
1388	2668	13	86	26	98
1388	2669	85	100	10	30
1389	2672	53	84	62	100
1389	2673	84	99	0	15
1390	2674	31	71	0	66
1391	2677	2	35	36	73
1391	2682	35	99	8	68
1394	2716	8	81	21	99
1394	2717	81	95	0	14
1395	2717	34	52	81	99
1396	2718	0	20	79	99
1396	2719	20	99	0	80
1397	2720	12	95	1	79
1398	2722	0	56	49	100
1398	2724	71	100	51	83
1400	2727	48	100	19	68
1402	2731	0	77	28	98
1402	2732	77	100	1	26
1403	2732	0	79	26	94
1404	2734	78	99	26	50
1405	2734	0	23	50	74
1405	2736	24	62	64	99
1405	2737	62	98	0	30
1406	2737	1	73	29	100
1406	2738	73	98	0	24
1408	2739	0	69	25	99
1408	2740	69	99	0	31
1409	2740	0	20	31	51
1409	2741	24	100	0	77
1410	2741	0	18	77	98
1410	2742	17	100	1	82
1411	2743	15	43	25	49
1412	2745	9	40	64	99
1412	2746	40	99	0	64
1413	2746	0	26	64	100
1413	2747	26	56	0	30
1413	2747	63	99	62	99
1414	2748	0	81	0	91
1414	2749	70	100	21	51
1415	2750	18	67	2	52
1416	2752	0	23	79	100
1416	2753	23	82	1	68
1417	2754	1	58	21	95
1417	2755	71	100	72	97
1418	2756	2	99	0	89
1419	2757	21	100	22	95
1420	2760	7	98	6	97
1422	2767	2	99	5	90
1423	2768	15	78	4	61
1424	2772	43	99	0	50
1425	2773	19	100	21	92
1426	2774	12	73	39	99
1426	2775	73	97	0	23
1427	2775	1	88	22	100
1427	2776	88	100	0	12
1428	2776	0	88	12	100
1429	2777	0	98	9	99
1430	2778	0	70	4	71
1431	2786	0	89	10	99
1432	2787	0	61	40	90
1433	2788	0	47	49	99
1433	2789	47	68	0	21
1433	2789	80	99	59	74
1434	2789	0	13	74	87
1434	2792	19	57	54	94
1434	2793	58	71	17	31
1434	2794	77	95	2	21
1435	2797	0	41	63	100
1435	2798	41	90	0	45
1436	2800	36	99	0	76
1437	2800	2	25	75	99
1437	2801	25	36	0	11
1437	2801	37	78	46	83
1439	2803	8	72	40	100
1439	2804	72	99	0	25
1440	2804	3	76	24	99
1440	2805	76	96	0	20
1441	2805	0	73	20	95
1441	2806	71	100	3	32
1442	2806	0	44	32	72
1442	2807	43	80	7	47
1443	2810	0	93	2	100
1444	2811	0	50	3	53
1444	2812	59	100	54	92
1445	2813	9	37	0	43
1445	2816	36	85	53	100
1446	2817	2	31	69	99
1446	2818	35	97	8	80
1447	2818	1	21	80	100
1448	2824	76	100	0	19
1449	2824	0	97	19	100
1450	2826	26	75	2	44
1451	2827	0	48	9	55
1453	2833	33	67	44	86
1454	2837	20	64	0	48
1455	2838	0	90	9	100
1456	2839	0	77	10	99
1457	2840	0	50	48	99
1457	2841	50	80	0	26
1458	2843	1	74	34	100
1459	2845	47	99	0	51
1460	2845	3	57	50	100
1460	2846	57	100	0	36
1461	2846	0	49	36	91
1461	2847	47	96	22	100
1463	2879	26	95	11	100
1464	206	39	92	0	46
1464	2880	0	92	0	88
1465	2881	0	60	41	100
1467	2884	81	99	1	19
1468	2884	0	68	19	94
1468	2885	69	100	0	42
1469	2886	34	99	19	91
1470	2890	29	75	54	99
1470	2891	75	100	0	25
1471	2891	0	66	25	99
1471	2892	78	94	84	100
1472	2894	13	56	14	53
1472	2894	59	80	81	99
1473	2895	0	56	23	77
1473	2896	56	100	22	65
1474	2896	0	37	65	99
1474	2897	44	99	36	92
1476	2899	0	93	2	99
1477	2900	0	58	5	66
1477	2903	61	99	19	57
1478	2903	2	44	56	100
1478	2904	44	84	0	53
1479	2907	25	100	0	75
1480	2907	0	27	75	99
1480	2908	26	99	1	82
1481	2909	12	84	0	100
1482	2910	0	52	14	98
1482	2911	54	99	0	55
1483	2911	0	37	55	89
1484	2913	0	33	69	100
1484	2914	33	99	0	63
1485	2914	0	42	65	99
1485	2915	46	67	0	22
1485	2915	80	97	73	100
1486	2916	2	94	1	88
1487	2918	1	67	0	58
1488	2925	50	100	0	49
1489	2925	0	24	49	70
1489	2927	81	99	0	22
1491	2929	0	64	39	100
1492	2931	60	70	0	10
1493	2635	36	97	22	83
1493	2931	0	35	20	66
1493	2933	36	97	5	66
1494	2934	0	22	15	37
1494	2935	43	98	0	66
1496	2944	26	99	13	82
1497	2947	4	67	42	100
1499	2951	4	38	47	100
1499	2952	38	49	0	11
1499	2952	64	76	53	65
1499	2953	77	99	3	26
1501	2956	10	51	3	42
1503	2961	2	34	0	24
1504	2964	0	58	31	98
1505	2965	0	24	72	99
1505	2966	24	69	0	72
1505	2967	75	100	0	27
1506	2967	0	69	27	98
1506	2968	70	99	4	48
1506	2975	0	56	14	59
1507	2968	0	33	50	100
1507	2969	33	100	0	70
1508	2969	0	28	70	99
1508	2970	28	99	0	81
1509	2970	0	19	81	100
1509	2971	19	100	0	86
1510	2971	0	14	86	100
1510	2972	14	99	0	84
1511	2972	0	15	84	99
1511	2973	15	99	0	88
1512	2974	13	78	29	95
1513	2199	54	99	43	77
1513	2978	0	38	58	99
1513	2979	38	99	0	53
1514	2979	0	40	53	99
1514	2980	40	100	0	56
1515	2980	0	43	56	100
1515	2981	43	99	0	63
1516	2981	0	41	63	100
1516	2982	41	100	0	67
1517	2982	0	19	67	83
1517	2983	19	60	29	77
1517	2985	63	99	40	77
1518	2986	0	86	4	100
1519	2987	0	51	14	70
1520	2991	2	64	37	99
1522	2993	0	69	11	99
1522	2994	69	100	0	36
1523	2994	0	63	36	99
1523	2995	63	94	0	31
1524	2995	0	56	41	100
1524	2996	56	75	0	19
1524	3000	77	100	62	87
1525	2996	34	95	43	99
1525	3001	12	38	0	24
1526	2998	7	36	70	100
1527	3001	34	62	70	99
1527	3002	62	99	0	39
1528	3002	0	45	39	100
1528	3003	39	99	2	62
1529	3003	0	24	62	91
1529	3004	23	81	0	77
1530	3009	21	50	0	31
1530	3011	63	97	0	30
1531	3011	0	72	29	100
1531	3012	72	100	0	27
1532	3012	0	31	27	60
1532	3013	46	99	0	55
1533	3013	0	30	55	85
1533	3017	40	96	1	55
1534	3015	43	88	24	71
1534	3016	56	98	0	45
1534	3024	0	15	80	99
1535	3023	26	73	2	52
1535	3023	72	100	67	91
1536	3018	39	99	0	56
1537	3018	0	47	56	100
1537	3019	47	70	0	23
1539	3020	47	100	0	52
1540	3020	0	24	52	77
1541	3026	0	76	6	99
1541	3027	76	100	0	25
1542	3027	0	57	30	100
1542	3028	57	99	0	48
1543	3028	0	35	48	87
1557	3031	38	97	45	100
1558	3032	0	99	2	99
1559	3033	0	83	1	100
1560	3034	0	49	18	72
1560	3034	66	89	73	99
1561	3035	0	81	13	100
1562	3036	0	82	19	100
1562	3037	82	99	0	23
1563	3037	0	78	23	100
1564	3038	0	79	21	99
1564	3039	80	99	2	21
1565	3040	27	46	3	19
1565	3042	62	100	33	91
1566	3043	6	94	4	99
1567	3044	0	73	7	94
1567	3045	75	100	0	25
1568	3045	0	40	25	65
1568	3049	59	99	18	65
1569	3049	0	31	65	100
1569	3050	31	100	0	63
1570	3050	0	33	63	100
1571	3056	0	64	19	88
1572	3057	0	26	65	96
1572	3058	28	99	0	63
1573	3058	0	36	63	98
1574	3061	5	64	48	99
1574	3062	67	92	30	56
1575	3062	3	19	60	77
1575	3064	44	59	3	18
1575	3064	68	96	84	100
1576	3065	0	95	4	94
1576	3066	72	99	20	50
1577	3069	38	81	57	93
1578	3071	14	36	0	22
1578	3071	54	69	88	99
1579	3073	35	99	0	62
1580	3073	0	33	62	95
1580	3074	33	99	1	87
1581	3075	15	36	78	99
1581	3076	36	97	0	48
1582	3076	0	31	54	99
1582	3077	31	99	0	67
1583	3078	4	57	0	46
1583	3080	66	100	67	98
1584	3081	1	57	0	56
1586	3082	22	74	1	57
1588	3086	36	84	18	70
1589	3091	2	64	36	99
1589	3092	64	76	0	13
1590	3093	41	100	0	61
1591	3093	0	37	61	99
1592	3095	0	36	67	100
1592	3096	35	99	2	59
1597	3104	42	99	1	53
1599	3106	9	99	0	76
1600	3107	21	100	0	74
1601	3107	0	26	74	98
1601	3108	27	100	0	69
1602	3108	0	29	69	99
1602	3109	29	48	0	19
1603	3120	2	24	18	35
1603	3120	27	42	66	79
1604	3122	1	99	0	93
1605	3123	6	91	0	73
1612	3152	16	99	24	97
1613	3153	2	91	8	92
1614	3154	0	79	9	99
1615	3155	0	16	26	41
1615	3155	34	63	71	98
1616	3156	0	58	32	100
1616	3157	58	100	0	42
1619	3157	4	21	80	99
1619	3158	21	35	3	17
1620	3178	55	90	22	54
1623	3175	5	55	0	49
1623	3179	53	99	4	55
1625	3136	37	99	12	68
1626	3137	22	84	0	66
1628	3128	14	100	10	99
1629	3134	44	91	32	79
1630	3143	20	89	13	77
1631	3145	40	97	0	53
1632	3145	1	42	52	99
1633	3146	2	44	55	99
1633	3147	49	97	0	52
1634	3147	1	48	51	99
1634	3148	48	100	0	43
1635	3148	0	60	43	100
1635	3149	60	100	0	42
1636	3149	0	57	42	100
1636	3150	57	99	0	51
1637	3150	0	52	51	99
1637	3151	52	100	0	45
1638	3159	22	98	29	97
1639	3176	30	97	20	99
1640	3177	0	86	3	99
1641	3180	9	75	32	99
1641	3181	75	96	0	22
1642	3181	0	85	22	98
1642	3182	79	93	0	14
1643	3182	1	32	67	97
1643	3184	46	100	0	57
1644	3184	0	40	57	100
1644	3185	40	95	0	55
1645	3185	0	58	49	99
1645	3186	58	100	0	42
1646	3186	0	49	42	99
1646	3189	64	99	28	79
1647	3189	6	24	80	99
1647	3190	12	61	2	55
1647	3204	70	93	0	19
1648	3204	0	31	20	59
1650	3208	0	12	6	18
1650	3208	22	69	58	100
1650	3209	70	82	3	15
1652	3215	0	45	7	54
1653	3216	4	44	60	100
1653	3217	44	95	0	92
1656	3219	0	75	5	73
1658	3193	70	99	1	28
1659	3196	0	73	23	97
1660	3198	23	99	0	75
1661	3221	55	86	72	100
1661	3221	8	52	3	49
1662	3224	0	95	14	100
1663	3225	1	50	40	90
1663	3228	82	100	1	20
1664	3228	0	82	20	97
1665	3232	56	100	0	40
1666	3237	22	97	2	75
1666	3240	75	94	63	81
1667	3239	1	80	3	78
1668	3248	20	47	74	98
1668	3250	64	99	1	32
1669	3250	0	64	32	100
1669	3251	64	100	0	44
1670	3251	0	47	44	93
1671	3253	2	72	18	100
1671	3254	72	100	0	25
1672	3254	0	69	25	94
1672	3255	70	99	0	40
1673	3255	0	39	40	77
1673	3257	26	65	56	99
1673	3258	65	81	0	17
1674	3260	2	12	37	47
1674	3260	39	70	56	85
1674	3262	2	24	3	22
1674	3262	80	97	37	55
1675	3264	10	53	0	36
1675	3265	67	100	19	60
1676	3265	0	38	60	100
1680	3274	0	40	59	100
1680	3275	40	73	0	27
1680	3275	73	98	42	67
1681	3275	0	33	66	99
1681	3276	47	94	41	86
1682	3277	0	54	48	99
1682	3278	54	99	0	37
1683	3279	36	100	9	76
1684	3279	0	27	76	99
1684	3280	27	68	0	28
1684	3280	86	100	76	91
1685	3281	9	74	0	65
1685	3284	49	80	0	31
1686	3282	0	42	1	49
1686	3288	59	99	0	43
1687	3288	0	64	43	99
1687	3289	64	98	0	30
1688	3289	2	78	29	100
1689	3290	0	65	27	99
1689	3291	65	99	0	35
1690	3291	0	59	37	100
1690	3292	59	100	0	41
1691	3292	3	41	61	99
1691	3293	41	65	0	24
1693	3293	0	48	26	78
1693	3296	75	98	71	96
1694	3297	7	100	0	84
1695	3298	18	100	0	83
1696	3299	17	99	14	88
1697	3300	8	81	0	100
1698	3301	0	28	71	99
1698	3303	54	89	0	40
1699	3303	0	19	81	99
1699	3304	19	100	0	74
1700	3306	23	85	9	80
1701	3308	0	57	33	100
1701	3309	57	100	2	56
1702	3309	0	45	56	100
1702	3310	45	89	0	47
1703	3311	8	39	0	32
1703	3312	39	99	23	79
1705	3318	21	97	2	80
1706	3318	1	19	81	99
1706	3319	19	99	0	81
1707	3321	47	76	68	99
1707	3322	76	100	0	26
1708	3322	0	72	26	96
1709	3324	9	42	68	100
1709	3325	42	100	0	83
1710	3326	6	96	0	100
1711	3327	0	69	4	99
1711	3332	77	99	47	74
1712	3332	3	28	73	99
1712	3333	28	100	2	73
1713	3333	0	19	73	93
1713	3334	22	83	35	97
1713	3335	86	98	21	33
1714	3336	2	30	71	99
1714	3337	30	78	0	48
1715	3338	0	83	12	100
1715	3339	83	99	0	17
1717	3342	12	43	12	49
1719	3344	0	30	57	100
1719	3345	30	100	6	76
1720	3347	19	60	17	95
1720	3348	60	99	7	51
1721	3348	0	45	51	100
1721	3349	45	99	0	73
1723	3351	58	99	65	99
1724	3352	0	48	0	81
1724	3353	40	90	2	55
1725	3354	10	88	14	100
1725	3355	88	99	0	11
1726	3356	3	60	49	98
1727	3358	0	25	20	40
1727	3360	33	99	8	75
1728	3360	0	20	75	91
1728	3362	58	85	0	28
1731	3364	0	72	37	100
1732	3367	12	43	44	81
1732	3368	43	74	16	47
1733	3371	30	55	0	31
1735	3373	50	62	0	15
1735	3373	80	92	86	99
1736	3374	0	84	7	99
1737	3375	1	83	0	96
1737	3376	84	100	2	18
1738	3378	20	88	11	91
1739	3379	0	19	81	100
1739	3380	19	63	0	49
1739	3380	69	90	78	99
1741	3386	8	98	0	95
1744	3396	8	77	31	100
1744	3397	77	99	0	23
1745	3398	10	79	33	99
1747	3408	29	100	1	61
1748	3408	0	38	61	99
1749	3410	0	39	12	55
1749	3415	57	99	48	87
1750	3416	12	99	0	87
1751	3417	18	96	5	86
1752	3418	11	99	0	85
1753	3419	18	100	0	93
1754	3422	32	92	0	63
1755	3420	0	33	50	100
1755	3421	33	82	0	50
1756	3423	1	26	74	100
1756	3424	26	100	0	95
1757	3425	4	99	0	97
1758	3426	1	64	27	92
1759	3428	25	84	26	95
1760	3430	2	13	0	11
1762	3436	15	82	40	79
1764	3436	28	92	0	70
1766	3438	38	99	0	63
1769	3439	9	82	13	96
1770	3441	38	59	22	43
1777	3444	0	86	4	99
1779	3446	22	88	35	100
1780	3447	0	45	15	58
1780	3447	50	61	88	99
1781	3449	3	32	42	67
1781	3452	51	94	0	45
1782	3452	0	50	46	100
1782	3453	50	99	0	59
1783	3453	0	42	61	99
1783	3454	42	99	0	48
1784	3454	0	50	48	99
1784	3455	50	100	1	49
1785	3456	52	88	0	40
1786	3458	47	100	2	53
1787	3458	0	47	54	100
1787	3459	51	99	0	43
1788	3459	0	56	40	99
1788	3460	56	99	0	39
1789	3460	1	56	41	98
1789	3461	55	100	3	45
1790	3461	0	47	45	99
1790	3462	48	91	2	84
1791	3470	17	40	0	23
1791	3470	49	69	82	99
1791	3472	80	100	13	34
1792	3472	0	50	34	99
1792	3473	50	98	0	49
1793	3475	20	70	11	64
1793	3475	68	88	76	100
1794	3476	0	23	13	36
1794	3480	30	68	0	44
1796	3485	0	100	1	92
1797	3487	38	97	0	50
1798	3487	1	58	49	99
1798	3488	58	100	0	43
1799	3491	64	99	0	43
1800	3491	0	32	43	75
1800	3497	36	100	28	90
1801	3496	6	51	44	86
1801	3498	49	99	39	87
1802	3498	0	13	87	100
1802	3499	13	58	0	47
1805	3500	40	97	3	67
1808	3478	16	76	40	90
1812	3504	28	100	0	69
1814	3506	53	100	13	60
1815	3507	18	89	0	99
1816	3508	0	20	10	33
1816	3508	20	38	82	100
1816	3509	38	94	0	47
1817	3521	25	84	41	98
1818	3522	0	30	16	51
1818	3523	50	97	0	45
1819	3523	0	42	45	99
1819	3524	42	85	0	44
1820	3527	33	88	36	96
1821	3534	40	84	49	95
1822	3540	0	96	17	98
1823	3541	1	100	0	97
1824	3542	2	75	0	100
1824	3543	75	90	0	17
1825	3544	37	100	0	69
1827	3547	0	85	26	100
1828	3548	0	81	24	99
1828	3549	81	97	0	16
1829	3549	1	79	18	100
1830	3550	1	87	17	99
1831	3551	0	88	15	100
1831	3552	88	99	0	11
1832	3552	0	99	11	99
1833	3553	0	100	1	97
1834	3554	6	99	0	99
1835	3555	1	100	0	99
1836	3556	0	87	0	100
1837	3557	1	84	19	99
1838	3558	0	88	16	99
1839	3559	0	79	8	98
1840	3560	5	27	77	99
1840	3561	31	100	0	73
1841	3562	24	42	0	18
1841	3571	51	97	18	64
1842	3571	0	20	62	81
1842	3572	19	92	0	69
1843	3573	11	49	18	54
1843	3575	51	100	26	72
1844	3575	1	28	68	100
1849	4363	42	89	6	54
1852	3586	3	58	43	97
1853	3587	0	22	34	56
1853	3588	28	86	43	97
1854	3591	46	99	11	56
1855	3595	30	51	0	21
1856	3608	17	87	35	99
1857	3609	0	57	39	99
1857	3610	57	100	0	36
1858	3595	2	50	50	100
1858	3596	50	93	0	43
1859	3596	0	56	45	99
1859	3597	56	100	0	46
1860	3597	0	41	46	100
1860	3598	41	100	0	51
1861	3598	0	53	51	99
1861	3599	53	99	0	38
1862	3600	31	82	44	99
1862	3601	82	100	0	18
1863	3601	11	47	53	98
1863	3602	48	99	0	72
1864	3602	0	26	72	100
1865	3604	12	75	0	100
1865	3605	75	99	0	31
1866	3605	0	56	31	100
1866	3606	56	92	2	37
1868	3616	37	53	18	37
1868	3616	60	71	85	97
1869	3617	0	60	41	99
1869	3618	61	100	0	40
1870	3618	0	60	40	100
1870	3619	62	88	0	27
1872	3620	33	92	41	98
1873	3621	0	61	7	100
1874	3625	0	35	42	73
1874	3630	33	73	63	99
1874	3631	64	99	6	36
1875	3631	0	54	36	89
1876	3626	1	57	25	79
1877	2166	52	93	0	43
1877	3629	20	69	51	100
1877	3630	69	95	0	26
1878	3713	35	99	20	90
1879	3714	39	68	57	99
1880	3715	0	51	32	82
1882	3641	9	99	3	91
1883	3642	0	91	5	100
1884	3648	22	82	48	100
1884	3649	82	99	0	16
1885	3649	0	88	16	97
1886	3647	40	87	13	65
1886	3650	1	33	54	86
1887	3646	0	62	33	96
1888	3644	53	99	29	74
1888	3645	0	42	26	70
1889	3643	1	68	24	100
1890	3655	4	85	21	88
1891	3657	13	64	0	55
1891	3657	70	94	56	76
1892	3662	9	82	20	100
1893	3663	0	73	27	100
1893	3664	68	100	0	30
1896	3751	70	96	0	28
1896	3774	16	41	0	28
1897	3751	0	70	28	100
1897	3752	70	85	0	12
1898	3753	1	34	60	100
1899	3764	20	74	32	94
1900	3778	0	45	59	99
1900	3779	45	99	0	52
1901	3779	0	44	54	99
1901	3780	44	100	0	56
1902	3780	0	37	56	98
1903	3781	0	37	61	100
1903	3782	39	69	70	99
1904	3766	53	88	0	35
1905	3722	1	38	53	83
1905	3723	39	98	10	74
1906	3724	23	100	0	77
1907	3724	0	22	77	100
1907	3725	21	43	0	22
1907	3725	61	93	67	97
1908	3726	0	62	6	98
1908	3744	68	78	14	23
1909	3744	0	55	30	88
